'e'	' '	17397	0.03283884107979138
'a'	' '	13949	0.026330343980112088
'i'	' '	11636	0.0219642900962495
'o'	' '	10906	0.020586331023521573
' '	'c'	9579	0.018081465695425743
' '	's'	8676	0.016376949198612982
' '	'l'	7659	0.014457244572634488
' '	'd'	6975	0.013166115797640104
'e'	'r'	6524	0.012314801356817782
'c'	'h'	6523	0.012312913741649662
' '	'p'	6503	0.012275161438287253
'n'	' '	5724	0.010804709222321426
'c'	'o'	5623	0.010614060090341262
'o'	'n'	5430	0.010249750362894015
'd'	'i'	5156	0.009732543806829015
'a'	'n'	5062	0.009555107981025693
' '	'a'	5037	0.009507917601822681
' '	'm'	4840	0.009136057413702953
'\n'	'\n'	4820	0.009098305110340545
'l'	' '	4819	0.009096417495172425
'r'	' '	4715	0.008900105517687898
'r'	'a'	4572	0.008630176548646675
','	'\n'	4360	0.00823000213300514
't'	'o'	4352	0.008214901211660176
'e'	'n'	4323	0.008160160371784684
','	' '	4152	0.007837378178036087
't'	'e'	4130	0.007795850644337438
'n'	'o'	4058	0.007659942352232766
'o'	'r'	3993	0.007537247366304936
'l'	'a'	3967	0.007488169371933805
't'	'a'	3926	0.007410777150040867
'h'	'e'	3925	0.007408889534872746
'n'	't'	3865	0.00729563262478552
' '	'e'	3826	0.007222015633228823
' '	't'	3825	0.0072201280180607015
'a'	'r'	3754	0.00708610734112415
' '	'v'	3739	0.007057793113602343
'i'	'n'	3638	0.0068671439816221785
's'	'e'	3625	0.006842604984436613
' '	'f'	3595	0.006785976529393
'a'	'l'	3585	0.006767100377711795
'r'	'e'	3482	0.006572676015395389
' '	'i'	3409	0.006434880108122596
'i'	'a'	3405	0.006427329647450115
'd'	'e'	3362	0.006346162195220936
'q'	'u'	3353	0.006329173658707852
'r'	'i'	3273	0.0061781644452582165
'i'	'o'	3268	0.006168726369417614
's'	't'	3261	0.006155513063240771
'.'	'\n'	3247	0.006129086450887084
'p'	'e'	3240	0.006115873144710242
'e'	'l'	3211	0.006061132304834749
't'	'r'	3106	0.005862932712182102
' '	'n'	3060	0.005776102414448561
'v'	'e'	2922	0.00551561152124794
'n'	'd'	2779	0.005245682552206717
'r'	'o'	2764	0.00521736832468491
'm'	'a'	2738	0.005168290330313778
'e'	's'	2701	0.005098448569093322
's'	'i'	2672	0.005043707729217829
'l'	'i'	2656	0.005013505886527902
'm'	'e'	2626	0.0049568774314842886
's'	'o'	2624	0.004953102201148048
't'	'i'	2599	0.004905911821945036
'l'	'e'	2567	0.004845508136565182
'm'	'i'	2537	0.004788879681521569
'o'	'l'	2509	0.004736026456814197
'd'	'o'	2479	0.004679398001770583
'o'	's'	2432	0.004590680088868922
't'	't'	2389	0.004509512636639743
's'	's'	2305	0.0043509529625176254
'\n'	'c'	2290	0.004322638734995819
' '	'q'	2247	0.00424147128276664
'o'	','	2195	0.004143315294024377
'c'	'i'	2191	0.0041357648333518945
'n'	'e'	2181	0.00411688868167069
'a'	','	2059	0.0038865996311599964
'c'	'e'	2058	0.0038847120159918756
'u'	'e'	2047	0.0038639482491425506
'i'	's'	2032	0.0038356340216207443
' '	'g'	2020	0.0038129826396032986
'n'	'a'	2001	0.00377711795140901
'v'	'i'	1977	0.0037318151873741196
'’'	'a'	1963	0.0037053885750204336
'g'	'i'	1958	0.003695950499179831
'l'	'o'	1946	0.003673299117162386
'm'	'o'	1934	0.0036506477351449405
'p'	'i'	1928	0.003639322044136218
'u'	'a'	1919	0.0036223335076231338
'a'	't'	1895	0.003577030743588243
'e'	','	1879	0.003546828900898316
'l'	'l'	1875	0.0035392784402258344
'’'	' '	1867	0.003524177518880871
' '	'r'	1862	0.0035147394430402683
'd'	'a'	1824	0.003443010066651692
's'	'a'	1817	0.0034297967604748486
'l'	'’'	1804	0.0034052577632892825
'p'	'o'	1773	0.0033467416930775488
'o'	'm'	1772	0.0033448540779094284
'p'	'a'	1717	0.003241035243662804
't'	'u'	1664	0.0031409916397524204
'i'	'e'	1663	0.0031391040245843
'\n'	'e'	1662	0.0031372164094161793
'c'	'a'	1633	0.0030824755695406866
'u'	'n'	1594	0.0030088585779839893
'e'	't'	1536	0.0028993768982330036
's'	'c'	1529	0.0028861635920561604
'u'	'o'	1471	0.0027766819123051746
'a'	'\n'	1470	0.0027747942971370542
'v'	'a'	1465	0.0027653562212964517
'p'	'r'	1432	0.0027030649207484773
'a'	's'	1395	0.0026332231595280206
'l'	't'	1393	0.00262944792919178
'u'	'i'	1367	0.0025803699348206483
'r'	't'	1323	0.0024973148674233485
' '	'’'	1308	0.002469000639901542
'h'	'i'	1304	0.0024614501792290604
's'	'u'	1288	0.002431248336539133
';'	'\n'	1284	0.002423697875866651
'\n'	'd'	1278	0.0024123721848579287
'i'	','	1269	0.0023953836483448445
'o'	'\n'	1260	0.0023783951118317606
'c'	'c'	1240	0.0023406428084693518
'\n'	'p'	1235	0.0023312047326287497
'i'	'l'	1232	0.0023255418871243883
'a'	'v'	1231	0.002323654271956268
' '	'o'	1227	0.002316103811283786
' '	'b'	1226	0.0023142161961156654
'e'	'd'	1225	0.002312328580947545
'ì'	' '	1210	0.0022840143534257383
'e'	'\n'	1209	0.002282126738257618
'i'	'r'	1198	0.002261362971408293
'i'	'm'	1176	0.002219835437709643
'v'	'o'	1174	0.0022160602073734025
'f'	'a'	1156	0.0021820831343472343
'a'	'c'	1124	0.00212167944896738
's'	'ì'	1113	0.0021009156821180553
'a'	'm'	1111	0.002097140451781814
'h'	'’'	1080	0.0020386243815700804
'e'	'g'	1069	0.002017860614720756
'\n'	's'	1036	0.001955569314172781
'n'	'i'	1024	0.0019329179321553357
'o'	'c'	1015	0.0019159293956422516
'i'	'c'	1001	0.0018895027832885655
'i'	't'	996	0.0018800647074479631
's'	'p'	995	0.0018781770922798428
'ù'	' '	973	0.001836649558581193
'\n'	'l'	964	0.001819661022068109
'’'	'l'	961	0.0018139981765637476
'o'	'v'	955	0.001802672485555025
'n'	'c'	955	0.001802672485555025
'o'	'i'	914	0.0017252802636620868
'u'	'r'	912	0.001721505033325846
'b'	'e'	912	0.001721505033325846
'g'	'n'	900	0.0016988536513084004
'u'	't'	897	0.0016931908058040392
'e'	'm'	896	0.0016913031906359186
'u'	' '	869	0.0016403375810966666
'l'	'u'	866	0.0016346747355923054
'a'	'i'	865	0.0016327871204241849
'f'	'i'	854	0.00161202335357486
'a'	'g'	847	0.001598810047398017
'è'	' '	844	0.0015931472018936555
'f'	'o'	839	0.0015837091260530534
'n'	'n'	839	0.0015837091260530534
'é'	' '	836	0.001578046280548692
'i'	'ù'	831	0.0015686082047080897
'f'	'u'	831	0.0015686082047080897
'd'	'’'	782	0.001476115061470188
'»'	'.'	782	0.001476115061470188
'o'	't'	777	0.0014666769856295856
'i'	'\n'	771	0.001455351294620863
'à'	' '	766	0.001445913218780261
'’'	'i'	760	0.0014345875277715382
'a'	'.'	750	0.0014157113760903336
'i'	'v'	750	0.0014157113760903336
'g'	'e'	741	0.0013987228395772498
' '	'u'	740	0.0013968352244091292
'f'	'e'	729	0.0013760714575598043
'ò'	' '	726	0.001370408612055443
'g'	'l'	723	0.0013647457665510816
'a'	'd'	719	0.0013571953058785999
' '	'«'	711	0.0013420943845336363
'i'	'g'	700	0.0013213306176843114
'\n'	'm'	695	0.0013118925418437093
'c'	'u'	693	0.0013081173115074684
'r'	'c'	692	0.0013062296963393478
'\n'	'q'	686	0.0012949040053306252
'r'	's'	680	0.0012835783143219026
'i'	'd'	678	0.0012798030839856617
'n'	'z'	678	0.0012798030839856617
'o'	'.'	676	0.0012760278536494208
'\n'	'n'	673	0.0012703650081450594
'g'	'u'	666	0.0012571517019682164
'g'	'g'	662	0.0012496012412957346
'g'	'r'	660	0.0012458260109594937
'z'	'a'	648	0.0012231746289420482
'e'	'.'	630	0.0011891975559158803
'e'	'c'	629	0.00118730994074776
'r'	'n'	624	0.0011778718649071577
'e'	'a'	619	0.0011684337890665553
'p'	'u'	617	0.0011646585587303145
':'	' '	600	0.001132569100872267
' '	'è'	594	0.0011212434098635442
'o'	'g'	594	0.0011212434098635442
'r'	'r'	593	0.0011193557946954239
's'	'’'	583	0.0011004796430142195
'z'	'i'	570	0.0010759406458286536
'n'	'g'	558	0.0010532892638112083
'\n'	'a'	557	0.0010514016486430878
'r'	'd'	556	0.0010495140334749675
'm'	'm'	545	0.0010287502666256425
'a'	'p'	543	0.0010249750362894016
'u'	's'	542	0.001023087421121281
'd'	'u'	524	0.0009891103480951131
'm'	'p'	523	0.0009872227329269928
'e'	'i'	508	0.0009589085054051861
'\n'	't'	505	0.0009532456599008247
'i'	'u'	505	0.0009532456599008247
'c'	'r'	499	0.000941919968892102
'b'	'i'	484	0.0009136057413702954
'’'	'e'	483	0.000911718126202175
'n'	's'	466	0.0008796286683441274
'’'	'u'	463	0.000873965822839766
'm'	'’'	449	0.0008475392104860798
'a'	';'	442	0.0008343259043092367
'o'	';'	437	0.0008248878284686345
'\n'	'i'	434	0.0008192249829642731
'\n'	'v'	417	0.0007871355251062255
'p'	'p'	414	0.0007814726796018642
'’'	'o'	409	0.000772034603761262
'h'	'é'	403	0.0007607089127525393
'b'	'a'	401	0.0007569336824162984
'g'	'o'	399	0.0007531584520800575
'e'	';'	398	0.0007512708369119371
'\n'	'o'	396	0.0007474956065756962
'g'	'a'	391	0.000738057530735094
':'	'\n'	386	0.0007286194548944918
'b'	'r'	384	0.0007248442245582509
'o'	'p'	382	0.00072106899422201
'u'	'c'	369	0.0006965299970364442
'i'	'.'	364	0.000687091921195842
'u'	'm'	352	0.0006644405391783967
'\n'	'«'	351	0.0006625529240102761
'r'	'm'	346	0.0006531148481696739
'\n'	'f'	344	0.000649339617833433
';'	' '	344	0.000649339617833433
'm'	'b'	333	0.0006285758509841082
'z'	'z'	332	0.0006266882358159878
'e'	'v'	330	0.0006229130054797469
'd'	' '	323	0.0006096996993029037
'r'	'u'	320	0.0006040368537985424
'b'	'b'	314	0.0005927111627898197
'e'	'’'	293	0.0005530712442592903
'e'	':'	293	0.0005530712442592903
'i'	'’'	292	0.0005511836290911699
'l'	'à'	292	0.0005511836290911699
'i'	'ò'	291	0.0005492960139230495
'h'	'a'	289	0.0005455207835868086
'r'	'g'	284	0.0005360827077462064
'f'	'r'	283	0.0005341950925780859
'd'	'r'	282	0.0005323074774099655
'l'	'c'	282	0.0005323074774099655
'f'	'f'	276	0.0005209817864012428
'o'	'd'	272	0.000513431325728761
'i'	'à'	266	0.0005021056347200383
'n'	'f'	264	0.0004983304043837975
'r'	'ò'	257	0.00048511709820695437
'i'	'z'	252	0.0004756790223663521
'u'	'd'	250	0.0004719037920301112
'i'	';'	248	0.00046812856169387034
'o'	'»'	247	0.0004662409465257499
'n'	'v'	246	0.00046435333135762946
'’'	'n'	244	0.0004605781010213886
'b'	'o'	244	0.0004605781010213886
'a'	'»'	236	0.000445477179676425
'r'	'l'	235	0.00044358956450830456
'»'	','	233	0.0004398143341720637
'e'	'b'	229	0.0004322638734995819
'u'	'l'	228	0.0004303762583314615
't'	'’'	220	0.0004152753369864979
'r'	','	218	0.000411500106650257
'\n'	'g'	216	0.00040772487631401613
'o'	':'	210	0.00039639918530529343
'i'	':'	209	0.000394511570137173
'l'	's'	208	0.00039262395496905255
'a'	'e'	208	0.00039262395496905255
's'	'é'	206	0.00038884872463281167
'i'	'p'	204	0.0003850734942965708
'a'	'z'	201	0.0003794106487922094
'n'	'u'	198	0.0003737478032878481
'e'	'z'	195	0.00036808495778348677
'\n'	'r'	194	0.0003661973426153663
'a'	'b'	192	0.00036242211227912544
'u'	'g'	191	0.000360534497111005
' '	'h'	190	0.00035864688194288456
'b'	'u'	185	0.0003492088061022823
'v'	'r'	185	0.0003492088061022823
'm'	' '	182	0.000343545960597921
's'	'ù'	175	0.00033033265442107784
'i'	'»'	175	0.00033033265442107784
'n'	'é'	173	0.00032655742408483696
'g'	'h'	172	0.0003246698089167165
'z'	'o'	166	0.0003133441179079939
'c'	'q'	165	0.00031145650273987343
'a'	':'	165	0.00031145650273987343
'm'	'u'	164	0.000309568887571753
'’'	'è'	157	0.00029635558139490985
'ï'	'o'	155	0.00029258035105866897
'e'	'»'	154	0.00029069273589054853
'r'	'v'	153	0.0002888051207224281
'o'	'f'	153	0.0002888051207224281
'a'	'’'	153	0.0002888051207224281
'r'	'b'	148	0.00027936704488182583
'«'	'o'	147	0.0002774794297137054
'i'	'f'	146	0.00027559181454558495
'r'	'à'	145	0.0002737041993774645
'i'	'b'	143	0.00026992896904122363
'ï'	'a'	137	0.000258603278032501
'r'	'’'	136	0.0002567156628643805
'a'	'f'	134	0.0002529404325281396
'?'	'»'	134	0.0002529404325281396
'v'	'’'	132	0.0002491652021918987
'l'	'g'	128	0.00024161474151941696
'a'	'u'	126	0.00023783951118317605
'’'	'h'	126	0.00023783951118317605
't'	'à'	125	0.0002359518960150556
'l'	'v'	118	0.0002227385898382125
's'	'm'	116	0.00021896335950197162
'r'	'p'	113	0.00021330051399761027
'u'	'p'	112	0.00021141289882948983
'n'	'q'	112	0.00021141289882948983
'n'	'’'	111	0.0002095252836613694
'?'	'\n'	109	0.0002057500533251285
'!'	'\n'	107	0.0002019748229888876
'«'	's'	107	0.0002019748229888876
'\n'	'b'	106	0.00020008720782076716
'r'	'ï'	105	0.00019819959265264672
'v'	'v'	105	0.00019819959265264672
'u'	'b'	104	0.00019631197748452628
'l'	'm'	100	0.00018876151681204449
'n'	','	99	0.00018687390164392404
'\n'	'u'	96	0.00018121105613956272
'v'	'u'	96	0.00018121105613956272
'p'	'l'	96	0.00018121105613956272
'l'	','	96	0.00018121105613956272
'«'	'c'	94	0.0001774358258033218
'd'	'd'	93	0.00017554821063520137
'f'	'é'	91	0.0001717729802989605
'o'	'’'	90	0.00016988536513084005
'ì'	','	86	0.00016233490445835826
'ï'	'e'	82	0.0001547844437858765
'l'	'ì'	82	0.0001547844437858765
'a'	'?'	79	0.00014912159828151515
'o'	'b'	78	0.0001472339831133947
'!'	'»'	77	0.00014534636794527427
'ë'	'a'	76	0.00014345875277715382
'l'	'd'	76	0.00014345875277715382
'«'	'p'	75	0.00014157113760903338
'c'	'’'	75	0.00014157113760903338
'l'	'p'	75	0.00014157113760903338
'e'	'o'	74	0.00013968352244091292
'r'	'z'	74	0.00013968352244091292
'i'	'è'	73	0.00013779590727279248
' '	'‘'	72	0.00013590829210467203
'e'	'p'	71	0.0001340206769365516
'«'	'q'	70	0.00013213306176843115
't'	'ù'	70	0.00013213306176843115
'«'	'l'	70	0.00013213306176843115
'e'	'?'	69	0.0001302454466003107
't'	'ò'	66	0.00012458260109594936
'd'	'ì'	66	0.00012458260109594936
'e'	'!'	63	0.00011891975559158803
'ò'	','	63	0.00011891975559158803
'i'	'?'	63	0.00011891975559158803
'z'	'e'	63	0.00011891975559158803
'v'	'ò'	62	0.00011703214042346759
'«'	'i'	61	0.00011514452525534715
'o'	'!'	60	0.00011325691008722669
'u'	'’'	60	0.00011325691008722669
'«'	'd'	60	0.00011325691008722669
'«'	'm'	59	0.00011136929491910625
'o'	'?'	57	0.00010759406458286537
'e'	'f'	56	0.00010570644941474491
'u'	'ò'	55	0.00010381883424662447
'a'	'!'	54	0.00010193121907850403
'’'	'm'	54	0.00010193121907850403
'à'	','	54	0.00010193121907850403
's'	'f'	53	0.00010004360391038358
'ù'	','	53	0.00010004360391038358
'«'	'a'	52	9.815598874226314e-05
'n'	'ò'	50	9.438075840602224e-05
'ò'	':'	50	9.438075840602224e-05
'o'	'h'	49	9.24931432379018e-05
'é'	','	47	8.87179129016609e-05
'«'	't'	47	8.87179129016609e-05
'd'	'ò'	46	8.683029773354047e-05
'«'	'v'	46	8.683029773354047e-05
'«'	'n'	45	8.494268256542003e-05
's'	' '	44	8.305506739729958e-05
'o'	'z'	44	8.305506739729958e-05
'h'	'o'	42	7.927983706105869e-05
'«'	'f'	42	7.927983706105869e-05
'o'	'e'	41	7.739222189293825e-05
' '	'“'	41	7.739222189293825e-05
'’'	','	41	7.739222189293825e-05
'i'	'!'	40	7.55046067248178e-05
'h'	' '	39	7.361699155669735e-05
'l'	'b'	39	7.361699155669735e-05
's'	'ï'	38	7.172937638857691e-05
'\n'	'‘'	37	6.984176122045646e-05
'«'	'e'	37	6.984176122045646e-05
'ò'	'l'	36	6.795414605233602e-05
'c'	'l'	36	6.795414605233602e-05
't'	'ì'	34	6.417891571609512e-05
